DataYear,EnrollDistrictID,ResidentDistrictID,EnrollingDistrictNumber,EnrollingDistrictType,EnrollingDistrict,CountofOpenEnrolled,ResidentDistrictNumber,ResidentDistrictType,ResidentDistrict
16-17,0518-01-000,2168-01-000,0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT ,5.0,2168,01,NRHEG SCHOOL DISTRICT              
16-17,0518-01-000,2170-01-000,0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT ,1.0,2170,01,STAPLES-MOTLEY SCHOOL DISTRICT     
16-17,0518-01-000,2184-01-000,0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT ,1.0,2184,01,LUVERNE PUBLIC SCHOOL DISTRICT     
16-17,0518-01-000,2752-01-000,0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT ,2.0,2752,01,FAIRMONT AREA SCHOOL DISTRICT      
16-17,0518-01-000,2835-01-000,0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT ,3.0,2835,01,JANESVILLE-WALDORF-PEMBERTON       
16-17,0518-01-000,2860-01-000,0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT ,5.0,2860,01,BLUE EARTH AREA PUBLIC SCHOOL      
16-17,0518-01-000,2895-01-000,0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT ,6.0,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.
16-17,0518-01-000,2907-01-000,0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT ,57.0,2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS 
16-17,0531-01-000,0204-01-000,0531,01,BYRON PUBLIC SCHOOL DISTRICT       ,47.0,0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT 
16-17,0531-01-000,0255-01-000,0531,01,BYRON PUBLIC SCHOOL DISTRICT       ,23.0,0255,01,PINE ISLAND PUBLIC SCHOOL DIST.    
16-17,0531-01-000,0534-01-000,0531,01,BYRON PUBLIC SCHOOL DISTRICT       ,6.0,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT
16-17,0531-01-000,0535-01-000,0531,01,BYRON PUBLIC SCHOOL DISTRICT       ,277.0,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   
16-17,0531-01-000,0858-01-000,0531,01,BYRON PUBLIC SCHOOL DISTRICT       ,1.0,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT 
16-17,0531-01-000,2125-01-000,0531,01,BYRON PUBLIC SCHOOL DISTRICT       ,4.0,2125,01,TRITON SCHOOL DISTRICT             
16-17,0531-01-000,2805-01-000,0531,01,BYRON PUBLIC SCHOOL DISTRICT       ,1.0,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   
16-17,0533-01-000,0227-01-000,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT ,29.0,0227,01,CHATFIELD PUBLIC SCHOOLS           
16-17,0533-01-000,0499-01-000,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT ,1.0,0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS     
16-17,0533-01-000,0534-01-000,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT ,2.0,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT
16-17,0533-01-000,0535-01-000,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT ,279.0,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   
16-17,0533-01-000,0857-01-000,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT ,5.0,0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.
16-17,0533-01-000,0858-01-000,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT ,37.0,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT 
16-17,0533-01-000,0861-01-000,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT ,1.0,0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT 
16-17,0533-01-000,2137-01-000,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT ,1.0,2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT   
16-17,0533-01-000,2899-01-000,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT ,25.0,2899,01,PLAINVIEW-ELGIN-MILLVILLE          
16-17,0534-01-000,0203-01-000,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,8.0,0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT    
16-17,0534-01-000,0227-01-000,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,28.0,0227,01,CHATFIELD PUBLIC SCHOOLS           
16-17,0534-01-000,0495-01-000,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,10.0,0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT
16-17,0534-01-000,0499-01-000,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2.0,0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS     
16-17,0534-01-000,0531-01-000,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2.0,0531,01,BYRON PUBLIC SCHOOL DISTRICT       
16-17,0534-01-000,0535-01-000,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,297.0,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   
16-17,0534-01-000,0756-01-000,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,3.0,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST
16-17,0534-01-000,0813-01-000,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,1.0,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT   
16-17,0534-01-000,2137-01-000,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,62.0,2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT   
16-17,0535-01-000,0011-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,1.0,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 
16-17,0535-01-000,0196-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,1.0,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN       
16-17,0535-01-000,0203-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,4.0,0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT    
16-17,0535-01-000,0204-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,8.0,0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT 
16-17,0535-01-000,0227-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,8.0,0227,01,CHATFIELD PUBLIC SCHOOLS           
16-17,0535-01-000,0239-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,1.0,0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS   
16-17,0535-01-000,0253-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,4.0,0253,01,GOODHUE PUBLIC SCHOOL DISTRICT     
16-17,0535-01-000,0255-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,113.0,0255,01,PINE ISLAND PUBLIC SCHOOL DIST.    
16-17,0535-01-000,0347-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,1.0,0347,01,WILLMAR PUBLIC SCHOOL DISTRICT     
16-17,0535-01-000,0492-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,2.0,0492,01,AUSTIN PUBLIC SCHOOL DISTRICT      
16-17,0535-01-000,0495-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,3.0,0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT
16-17,0535-01-000,0497-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,2.0,0497,01,LYLE PUBLIC SCHOOL DISTRICT        
16-17,0535-01-000,0499-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,2.0,0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS     
16-17,0535-01-000,0500-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,1.0,0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT   
16-17,0535-01-000,0531-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,17.0,0531,01,BYRON PUBLIC SCHOOL DISTRICT       
16-17,0535-01-000,0533-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,9.0,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT 
16-17,0535-01-000,0534-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,40.0,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT
16-17,0535-01-000,0720-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,1.0,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    
16-17,0535-01-000,0811-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,1.0,0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.
16-17,0535-01-000,0813-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,8.0,0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT   
16-17,0535-01-000,0858-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,1.0,0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT 
16-17,0535-01-000,2125-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,11.0,2125,01,TRITON SCHOOL DISTRICT             
16-17,0535-01-000,2137-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,6.0,2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT   
16-17,0535-01-000,2172-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,1.0,2172,01,KENYON-WANAMINGO SCHOOL DISTRICT   
16-17,0535-01-000,2198-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,1.0,2198,01,FILLMORE CENTRAL                   
16-17,0535-01-000,2805-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,13.0,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT   
16-17,0535-01-000,2899-01-000,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,8.0,2899,01,PLAINVIEW-ELGIN-MILLVILLE          
16-17,0542-01-000,0261-01-000,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,3.0,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       
16-17,0542-01-000,0544-01-000,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,9.0,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT
16-17,0542-01-000,0545-01-000,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,32.0,0545,01,HENNING PUBLIC SCHOOL DISTRICT     
16-17,0542-01-000,0547-01-000,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,2.0,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.
16-17,0542-01-000,0549-01-000,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,19.0,0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT 
16-17,0542-01-000,0550-01-000,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,14.0,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   
16-17,0544-01-000,0001-03-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,14.0,0001,03,Minneapolis Public School District 
16-17,0544-01-000,0004-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,3.0,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    
16-17,0544-01-000,0011-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,13.0,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 
16-17,0544-01-000,0013-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,4.0,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST
16-17,0544-01-000,0015-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,3.0,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT 
16-17,0544-01-000,0016-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    
16-17,0544-01-000,0022-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  
16-17,0544-01-000,0023-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,9.0,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  
16-17,0544-01-000,0031-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,4.0,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     
16-17,0544-01-000,0047-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    
16-17,0544-01-000,0051-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0051,01,FOLEY PUBLIC SCHOOL DISTRICT       
16-17,0544-01-000,0077-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     
16-17,0544-01-000,0084-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  
16-17,0544-01-000,0111-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.
16-17,0544-01-000,0112-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL
16-17,0544-01-000,0129-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT  
16-17,0544-01-000,0138-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0138,01,NORTH BRANCH PUBLIC SCHOOLS        
16-17,0544-01-000,0139-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT   
16-17,0544-01-000,0146-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,5.0,0146,01,BARNESVILLE PUBLIC SCHOOL DIST.    
16-17,0544-01-000,0150-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0150,01,HAWLEY PUBLIC SCHOOL DISTRICT      
16-17,0544-01-000,0152-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,4.0,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    
16-17,0544-01-000,0181-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT    
16-17,0544-01-000,0186-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0186,01,PEQUOT LAKES PUBLIC SCHOOLS        
16-17,0544-01-000,0191-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,4.0,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  
16-17,0544-01-000,0192-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT  
16-17,0544-01-000,0194-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT   
16-17,0544-01-000,0196-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,11.0,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN       
16-17,0544-01-000,0199-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0199,01,INVER GROVE HEIGHTS SCHOOLS        
16-17,0544-01-000,0200-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT    
16-17,0544-01-000,0203-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT    
16-17,0544-01-000,0204-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT 
16-17,0544-01-000,0206-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,3.0,0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT  
16-17,0544-01-000,0213-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,3.0,0213,01,OSAKIS PUBLIC SCHOOL DISTRICT      
16-17,0544-01-000,0241-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,4.0,0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT  
16-17,0544-01-000,0252-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT
16-17,0544-01-000,0255-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0255,01,PINE ISLAND PUBLIC SCHOOL DIST.    
16-17,0544-01-000,0261-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,5.0,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       
16-17,0544-01-000,0270-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,3.0,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     
16-17,0544-01-000,0271-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,4.0,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT 
16-17,0544-01-000,0272-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT
16-17,0544-01-000,0276-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  
16-17,0544-01-000,0277-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    
16-17,0544-01-000,0279-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,6.0,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       
16-17,0544-01-000,0281-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,6.0,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT 
16-17,0544-01-000,0282-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   
16-17,0544-01-000,0284-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,8.0,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     
16-17,0544-01-000,0294-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     
16-17,0544-01-000,0309-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT 
16-17,0544-01-000,0318-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT
16-17,0544-01-000,0332-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0332,01,MORA PUBLIC SCHOOL DISTRICT        
16-17,0544-01-000,0345-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0345,01,NEW LONDON-SPICER SCHOOL DISTRICT  
16-17,0544-01-000,0347-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0347,01,WILLMAR PUBLIC SCHOOL DISTRICT     
16-17,0544-01-000,0361-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT
16-17,0544-01-000,0381-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  
16-17,0544-01-000,0391-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   
16-17,0544-01-000,0413-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    
16-17,0544-01-000,0441-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    
16-17,0544-01-000,0458-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      
16-17,0544-01-000,0463-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT
16-17,0544-01-000,0482-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT
16-17,0544-01-000,0484-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,4.0,0484,01,PIERZ PUBLIC SCHOOL DISTRICT       
16-17,0544-01-000,0492-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,5.0,0492,01,AUSTIN PUBLIC SCHOOL DISTRICT      
16-17,0544-01-000,0499-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS     
16-17,0544-01-000,0508-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0508,01,ST. PETER PUBLIC SCHOOL DISTRICT   
16-17,0544-01-000,0518-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT 
16-17,0544-01-000,0531-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0531,01,BYRON PUBLIC SCHOOL DISTRICT       
16-17,0544-01-000,0533-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT 
16-17,0544-01-000,0534-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT
16-17,0544-01-000,0535-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,8.0,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   
16-17,0544-01-000,0542-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,17.0,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT 
16-17,0544-01-000,0545-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0545,01,HENNING PUBLIC SCHOOL DISTRICT     
16-17,0544-01-000,0547-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.
16-17,0544-01-000,0548-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,29.0,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. 
16-17,0544-01-000,0549-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,3.0,0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT 
16-17,0544-01-000,0550-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,38.0,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   
16-17,0544-01-000,0553-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. 
16-17,0544-01-000,0577-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT
16-17,0544-01-000,0622-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,6.0,0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS
16-17,0544-01-000,0623-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT   
16-17,0544-01-000,0624-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,9.0,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT    
16-17,0544-01-000,0625-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,10.0,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT    
16-17,0544-01-000,0640-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0640,01,WABASSO PUBLIC SCHOOL DISTRICT     
16-17,0544-01-000,0656-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT   
16-17,0544-01-000,0659-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,3.0,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT  
16-17,0544-01-000,0690-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0690,01,WARROAD PUBLIC SCHOOL DISTRICT     
16-17,0544-01-000,0695-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT    
16-17,0544-01-000,0696-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0696,01,ELY PUBLIC SCHOOL DISTRICT         
16-17,0544-01-000,0701-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,6.0,0701,01,HIBBING PUBLIC SCHOOL DISTRICT     
16-17,0544-01-000,0709-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      
16-17,0544-01-000,0712-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,4.0,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT 
16-17,0544-01-000,0717-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2.0,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      
16-17,0544-01-000,0719-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,3.0,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     
16-17,0544-01-000,0721-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0721,01,NEW PRAGUE AREA SCHOOLS            
16-17,0544-01-000,0726-01-000,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,1.0,0726,01,BECKER PUBLIC SCHOOL DISTRICT      
